name,normalized_name,source,publisher,pdf_page,rating,relevance_score,demidius_recommendation,tags,rules_summary,rules_verification_status,evaluation_method,citation
Symbol Of Sleep,symbol of sleep,Mythic Magic: Core Spells,Legendary Games,88,B+,77,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|dispel,"The saving throw for this spell becomes Will partial, and creatures below the Hit Die limit that successfully save against the symbol be- come fatigued for as long as they remain within 60. The Hit Die limit to be…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 88."
Symbol Of Stunning,symbol of stunning,Mythic Magic: Core Spells,Legendary Games,88,A,83,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",battlefield-control|casting-reliability|dispel,"The saving throw for this spell becomes Will partial, and creatures that successfully save against the symbol become staggered for at least 1 round. They can make a new saving throw each round at the end of their turn…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 88."
Symbol Of Weakness,symbol of weakness,Mythic Magic: Core Spells,Legendary Games,89,B+,77,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|dispel,"The saving throw for this spell becomes For- titude partial. Creatures failing their save take 3d10 points of Strength damage, and non-myth- ic creatures also become fatigued.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 89."
Sympathetic Vibration,sympathetic vibration,Mythic Magic: Core Spells,Legendary Games,89,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The casting time decreases to 1 round and the damage dealt increases to 2d12 points of damage per round.,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 89."
Sympathy,sympathy,Mythic Magic: Core Spells,Legendary Games,89,C,44,"Relevant to strategic travel, Tartarus operations, extraction, or escape denial.",planar|wrong-chassis,"You can choose an additional number of align- ments or specific kinds of creatures equal to half your mythic tier to affect with this spell. Alterna- tively, mythic sympathy can be cast to affect all creatures of one…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 89."
Telekinetic Sphere,telekinetic sphere,Mythic Magic: Core Spells,Legendary Games,89,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Add your mythic tier to your caster level for determining the diameter of the sphere. You can move up to 5,000 pounds plus 1,000 pounds per mythic tier of creatures and objects by concen- tration.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 89."
Telepathic Bond,telepathic bond,Mythic Magic: Core Spells,Legendary Games,89,B,62,Supports the enchantment package after mind blank and immunity-granting effects are removed.,enchantment,You may link the minds of a number of addi- tional creatures equal to one-half your myth- ic tier. Linked creatures gain a +4 bonus from flanking or the aid another action when that bonus is provided by a creature with…,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 89."
Teleport,teleport,Mythic Magic: Core Spells,Legendary Games,89,A,80,Strong strategic mobility and emergency extraction.,teleportation|travel,"You may teleport willing creatures within 5 feet times your mythic tier, without need- ing to touch them. In addition, when roll- ing to see if you arrive on target, you may roll twice and select the better result.",Verified - full-text extracted,Manual,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 89."
Teleport Object,teleport object,Mythic Magic: Core Spells,Legendary Games,90,A,83,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|dispel|planar,You can teleport one touched object of up to 500 lbs. per level and up to 10 cubic feet per level.,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 90."
"Teleport, Greater","teleport, greater",Mythic Magic: Core Spells,Legendary Games,89,A,83,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|dispel|planar,"You may teleport willing creatures within 5 feet times your mythic tier, without needing to touch them. In addition, if you are within 1 mile per caster level of the destination, you can attempt to teleport into an…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 89."
Teleportation Circle,teleportation circle,Mythic Magic: Core Spells,Legendary Games,90,B,66,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",dispel,"A mythic teleportation circle has a radius of 10 feet, plus 5 feet per 5 mythic tiers. Add your mythic tier to the Perception and Disable Device DC to find or disarm the trap, as well as to the DC to dispel the mythic…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 90."
Temporal Stasis,temporal stasis,Mythic Magic: Core Spells,Legendary Games,90,A,83,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",action-economy|casting-reliability|dispel,"You can cast this spell as an immediate action upon yourself or an adjacent ally. If you cast this spell upon an unwilling target, add your mythic tier to the caster level check to dispel the effect.",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 90."
Tiny Hut,tiny hut,Mythic Magic: Core Spells,Legendary Games,90,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Increase the highest temperature and decrease the lowest temperature your mythic tiny hut can withstand by 5 degrees per mythic tier. For exam- ple, a mythic tiny hut created by a 6th-tier caster could withstand…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 90."
Tongues,tongues,Mythic Magic: Core Spells,Legendary Games,90,B,61,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,"The target gains the ability to communicate simultaneously in a number of languages equal to your mythic tier. Its voice cuts clearly through ambient noise, granting a bonus equal to twice your mythic tier to…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 90."
Touch Of Fatigue,touch of fatigue,Mythic Magic: Core Spells,Legendary Games,90,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,You deal 1 point of Strength damage to the target if it fails its saving throw.,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 90."
Touch Of Idiocy,touch of idiocy,Mythic Magic: Core Spells,Legendary Games,91,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Increase the penalty to Intelligence, Wis- dom, and Charisma scores to 1d10. When the spell ends, whether due to being dispelled or its duration expiring, the target takes 1 point of Intelligence, Wisdom, and Charisma…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 91."
Transmute Metal To Wood,transmute metal to wood,Mythic Magic: Core Spells,Legendary Games,91,B,61,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,Add your mythic tier to caster level checks to over- come the effective spell resistance of non-mythic magical items made of metal. Constructs made of metal within the area of effect are treated as magical items for…,Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 91."
Transmute Mud To Rock,transmute mud to rock,Mythic Magic: Core Spells,Legendary Games,91,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can cause the mud to surge into any adjacent square, causing any creature in those squares to become entangled (Reflex negates) in the mud which then hardens into stone. Creatures trapped in the stone that try to…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 91."
Transmute Rock To Mud,transmute rock to mud,Mythic Magic: Core Spells,Legendary Games,91,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can affect worked stone with this spell, though the volume you can affect is reduced to two one-foot cubes per mythic tier times your caster level. If you use this spell to create a cave- in in a natural tunnel or…",Verified - full-text extracted,Automated first-pass,"Mythic Magic: Core Spells (Legendary Games, 2013), PDF p. 91."
