name,normalized_name,source,publisher,pdf_page,rating,relevance_score,demidius_recommendation,tags,rules_summary,rules_verification_status,evaluation_method,citation
Trilling Field,trilling field,Mythic Spell Compendium,Legendary Games / Kobold Press,253,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The penalties imposed by the sound increase to –2. The DC for concentration checks within the field increases by your tier.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 253."
Tripping Stick,tripping stick,Mythic Spell Compendium,Legendary Games / Kobold Press,253,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You add your tier to the CMB for the trip attempt. If you spend one use of mythic power when you cast this spell, you increase the object’s hardness by your tier.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 253."
Tripvine,tripvine,Mythic Spell Compendium,Legendary Games / Kobold Press,254,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You add your mythic tier to the rope’s CMB for trip maneuvers. In addition, you can affect a number of 5-foot squares equal to your caster level plus your mythic tier.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 254."
Triumph Of Ice,triumph of ice,Mythic Spell Compendium,Legendary Games / Kobold Press,254,C,45,Generally inefficient for Demidius because the party already has overwhelming damage specialists.,damage,Affected creatures with the air subtype take 1d8 hp damage per caster level. Affected creatures with the earth subtype take 1d6 hp damage per caster level.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 254."
True Form,true form,Mythic Spell Compendium,Legendary Games / Kobold Press,254,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The mythic version of this spell is described in Pathfinder Roleplaying Game Mythic Adventures.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 254."
True Resurrection,true resurrection,Mythic Spell Compendium,Legendary Games / Kobold Press,254,A+,86,"Best conventional restoration after soul recovery, though it cannot free a trapped soul.",healing|resurrection,"You can cast this spell with a less costly material component by spending one use of your mythic power for every 5,000 gp by which you reduce the value of the diamond material component (to a minimum of 5,000 gp).…",Verified - full-text extracted,Manual,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 254."
True Seeing,true seeing,Mythic Spell Compendium,Legendary Games / Kobold Press,254,B,69,Supports Demidius's strategic planning and identification role.,casting-reliability|divination,"The target gains the ability to see through natural or magical fog and weather effects and grants a bonus equal to your mythic tier to all Perception checks. In addition, you can penetrate non-mythic protections from…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 254."
"True Seeing, Mythos","true seeing, mythos",Mythic Spell Compendium,Legendary Games / Kobold Press,254,B,58,Supports Demidius's strategic planning and identification role.,divination,"This spell functions as mythic true seeing, but you take only 1 point of Wisdom damage with each failed save. You also add one-half your mythic tier on caster level checks to overcome protections against divination…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 254."
Truespeak,truespeak,Mythic Spell Compendium,Legendary Games / Kobold Press,254,B,61,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,"You can cast this spell on a willing ally with a range of touch. If you cast this spell on yourself, your flawless diction and mastery of dialectical subtleties create a sense of familiarity and goodwill in creatures…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 254."
Tsunami,tsunami,Mythic Spell Compendium,Legendary Games / Kobold Press,254,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The mythic version of this spell is described in Pathfinder Roleplaying Game Mythic Adventures.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 254."
Tunneling Swarm,tunneling swarm,Mythic Spell Compendium,Legendary Games / Kobold Press,254,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The swarm tunnels through earth or wood at a rate of 10 ft. per round.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 254."
Twilight Knife,twilight knife,Mythic Spell Compendium,Legendary Games / Kobold Press,254,C,53,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,casting-reliability,"Your twilight knife adds one-half your mythic tier on its attack and damage rolls, as well as on caster level checks you make to allow its attacks to overcome spell resistance. If the twilight knife is attacked, you…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 254."
Twin Form,twin form,Mythic Spell Compendium,Legendary Games / Kobold Press,254,B,58,Supports Demidius's strategic planning and identification role.,divination,"As long as your twin exists, you can speak through its mouth on your turn as if using ventriloquism. The effect is not illusory, but a successful Sense Motive check against a DC equal to 11 plus your caster level plus…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 254."
Twist The Skein,twist the skein,Mythic Spell Compendium,Legendary Games / Kobold Press,255,B,64,Fits the Hermes/Fate's Favored luck engine; verify bonus type and stacking before use.,luck,"When determining the fate modifier granted by this spell, roll 1d20 – 10 twice. You can pick which result is applied.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 255."
Twisted Space,twisted space,Mythic Spell Compendium,Legendary Games / Kobold Press,255,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"In addition to redirecting your target’s melee attacks, any ranged attacks your target makes are redirected at a random target within the spell’s range (including the target of your spell). Augmented (6th): If you…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 255."
Twistmap,twistmap,Mythic Spell Compendium,Legendary Games / Kobold Press,255,B,62,Supports the enchantment package after mind blank and immunity-granting effects are removed.,enchantment,"The map imposes a further penalty to Perception and Survival checks equal to your tier. If you expend one use of mythic power when casting this spell, creatures consulting the map receive powerful suggestions,…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 255."
Unadulterated Loathing,unadulterated loathing,Mythic Spell Compendium,Legendary Games / Kobold Press,256,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The target becomes sickened as well as nauseated when forced to remain within 60 feet of the object of its disgust. Augmented (4th): If you expend two uses of mythic power, you can affect a number of targets equal to…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 256."
Unbreakable Construct,unbreakable construct,Mythic Spell Compendium,Legendary Games / Kobold Press,256,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You increase the target’s damage reduction (of any kind, not only DR/adamantine) and/or its hardness by 5 plus one-half your mythic tier. Augmented: If you expend two uses of your mythic power, the target construct has…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 256."
Unbreakable Heart,unbreakable heart,Mythic Spell Compendium,Legendary Games / Kobold Press,256,B,68,Supports the enchantment package after mind blank and immunity-granting effects are removed.,enchantment|leadership,You add one-half your mythic tier (minimum 1) to the morale bonus granted by this spell on saving throws against negative emotions. If a charm or compulsion effect affecting the target allows a new saving throw to…,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 256."
